AAPL,GOOGL,MSFT,AMZN,TSLA
-0.0034526115472184316,0.0021141649048626032,-0.002958198320194727,0.005012798634812299,-0.009247218610027419
-0.014247034993555063,0.0033311125916055673,-0.01263187679372646,-0.021861402950228204,-0.014291964415925285
0.00413040169367207,0.01814962372731288,0.019654883016396285,-0.00043398068785949206,-0.05853923164176167
0.03509146656561146,0.017934782608695743,0.01664619016646185,0.030066210789102543,0.03609219486642212
0.01853848816465642,0.015803523758675775,0.006188490276922032,-0.01211801896733411,-0.020122351989483755
-0.014495500382320614,-0.013350152423000083,-0.010589569784008934,-0.0021333333333333204,-0.031474124142201076
0.008375609270864448,0.0041551246537396835,-0.001769272575084968,0.003955104222341133,-0.030419263757924475
-0.014915361243735936,-0.020477453580901916,-0.005440419655453388,-0.01778109028960817,-0.04989010989011
-0.013872755190600161,-0.01830589254766024,-0.014784269537212347,-0.016476964769647662,0.0030071709461023666
0.013262294194107405,0.005296259516716306,0.021442534656035406,0.018736911716080717,0.005996309963099522
0.01409090605394514,0.03139062671495996,0.027055464894204073,0.02650654549388709,0.05032095369096745
0.002622216365792518,0.022773225497499272,0.01782987393057489,0.013912310286678053,-0.015333406089708679
0.01869521218572978,0.043803974612423247,0.04053874406997893,0.03991683991683992,0.020393460792463403
-0.005457254729943295,0.012958532695374947,0.01169182922555767,-0.010895641743302709,-0.02172378211046544
0.015482205517035608,-0.003936233024995128,-0.02576536595046075,-0.012531581606872289,0.017320823849442002
0.011943997342939605,0.03655404070341839,0.005692297436429072,0.029679664312762366,0.07819918144611204
-0.00910158173119413,-0.014773160503240512,-0.005442808164948798,-0.01898419640194804,-0.032543779734791056
0.006968507949449698,0.021572990229273392,0.01972429676420817,0.00010131712259364711,0.005597698142819629
0.00830560580949613,-0.0015151515151514694,0.010479302832244075,-0.005875797791510484,-0.009416293829986433
-0.012289913989422807,-0.028262518968133588,-0.014934276248176337,-0.0009171507184345673,0.007352555012867024
-0.003982469512195164,-0.013956666016006203,-0.004158610878050473,-0.008159934720522344,-0.013659350398832149
0.01978790023786292,0.003563298030287987,0.01918385288838409,0.030954339777869322,0.024789893757598103
0.009892693664173668,-0.004931452805996606,0.012619192242305788,0.0174563591022443,0.007220961419434735
0.015641060570409593,0.02814946971949661,0.014960708175680848,0.012647058823529456,0.06237197869725519
0.007706189338145597,0.00607345994408548,-0.0037103999608326665,-0.008519701810436708,-0.06116841800829076
-0.003248874691447745,0.003449597546952843,-0.00017550510368846695,0.015037593984962516,-0.011244031421676848
-0.011289764553781279,-0.0023873185637891536,-0.009889693233441688,-0.02741702741702745,-0.03666008931353204
0.005494471763326514,0.03780989757825215,0.025533197411577113,0.00949554896142435,-0.0024795170332040373
-0.015972061104123747,-0.018262313226342086,-0.007578848374627523,0.0010777973740936364,-0.0029720090781368835
-0.0075944654712414295,-0.010240511086057946,-0.022666304340252297,-0.022022119996084943,0.012357053818221164
-0.004351468620659493,-0.006739439962031302,0.002331318085895262,-0.020916733386709407,-0.03346003533379727
0.03410361067503942,0.026662844036697386,0.022401860716546595,0.04671368700807532,0.029688711642849253
-0.002113176383432336,0.013404077073443155,-0.012766061061426748,0.0010742187499999112,-0.004841312533620301
0.00012170410081968619,-0.02663727381280434,0.009294918096902638,0.0022436835430688085,0.011027027027026959
0.007502144773749109,-0.013871850523733076,-0.001490666750451286,-0.004282655246252709,-0.014595808383233488
0.006969188216395139,-0.003062200956937766,0.0002796987644306803,0.019550342130987275,-0.02018338668547559
-0.005847427132061989,0.010654636206565593,-0.00811249134923897,-0.0046979865771811236,-0.09745833102608115
-0.009778903869936295,0.0011397093741094544,-0.0012227738995914672,0.03034389750505717,0.01282287256886927
0.0018764012086947002,0.0053125889384308955,-0.01396445027766613,-0.0070119670905011144,-0.015325902592682294
-0.00943740422737327,-0.02000566197980569,-0.02253502984156064,-0.03427172582619342,-0.01156567210089221
-5.524861878458687e-05,-0.0013480982185845036,0.07243628696307902,0.02349614897143426,-0.043069645857969685
0.028393220006016184,0.03741201427056229,0.03202760729914056,0.04610401981329759,0.04188617886178858
0.007539578308937589,-0.0023236360256528865,0.007970921021733135,-0.03979238754325254,0.025719458143454776
-0.0005273167870409878,-0.0013042668157257076,-0.005532240229164764,-0.032242769084874445,-0.015093420972551841
-0.006194795186436619,-0.017537313432835933,-0.0004916307292303079,0.015482606565409007,-0.009392572452573744
-0.0064660443198425455,0.0008545385491833812,-0.0033077603623349328,0.0001929943066680817,0.001871374212463417
-0.009912284388302273,-0.006830471492268231,0.0033187379521861793,0.0033767486734201935,0.00367349480107082
0.04692256382269111,0.008405769414461695,0.017156118366322914,0.01596153846153836,0.054962779156327635
-0.00039965710578737657,0.02083925357582639,-0.006439028823092219,0.0016089343176226567,0.010172880159943443
-0.00997224459522883,-0.0038971884568990145,-0.0053440126479321615,0.0074648020410093,-0.015367599976715662
0.010423860749862568,0.04098742431299485,0.01729715173349189,0.03348339898705688,-0.003606266627254051
0.0010889775774882704,0.043131991051454044,-0.007043981302135682,0.01805971503766224,0.021003915984336263
-0.005415820444722219,0.008063824311572487,-0.0036770204105519566,-0.017115350329827028,-0.023826127382612916
-0.0028971848438835712,-0.008509914049868117,0.0015858772087256057,0.008525303827317199,-0.00970353613525421
0.0,0.025748862758561586,0.007366236507993396,0.019784172661870603,0.00102194168920966
0.003605748192750058,0.0111287758346581,0.009453367054546913,0.01851851851851838,0.0440787893346144
0.01366191697042618,0.0164680569347897,0.014394873848618372,0.022943722943723044,0.01742781548372241
0.0006308750236578842,-0.0005698933485304147,-0.0005653500432697411,-0.016081252644942867,0.018373000169596976
-0.005479420648703881,0.018654284783316877,0.00892115067990984,-0.010666666666666602,0.04846230709448207
-0.015157191020949146,-0.019912035185925547,-0.018433136420870633,-0.00017389792191990772,-0.016413406046487
0.0016326769464845015,-0.013544386422976507,-0.004470653557855253,0.015305678754674368,-0.015449211390429096
